Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA,LogReturn,Volatility
2025-06-02 00:00:00-04:00,457.1400146484375,462.1099853515625,456.8900146484375,461.9700012207031,16626500,0.0,0.0,457.7285635811942,0.003491196270054579,0.010732656652220025
2025-06-03 00:00:00-04:00,461.4700012207031,464.1400146484375,460.8599853515625,462.9700012207031,15743800,0.0,0.0,458.8871372767857,0.002162303256406027,0.010693429583105703
2025-06-04 00:00:00-04:00,464.0,465.69000244140625,463.0199890136719,463.8699951171875,14162700,0.0,0.0,460.8428519112723,0.0019420702233636999,0.009122531693454318
2025-06-05 00:00:00-04:00,464.9599914550781,469.6499938964844,464.0299987792969,467.67999267578125,20131700,0.0,0.0,461.8414219447545,0.008179955671600314,0.004644932198695968
2025-06-06 00:00:00-04:00,470.0899963378906,473.3399963378906,468.7799987792969,470.3800048828125,15285600,0.0,0.0,463.701424734933,0.005756603352123299,0.0022284662281692345
2025-06-09 00:00:00-04:00,469.70001220703125,473.42999267578125,468.6199951171875,472.75,16469900,0.0,0.0,465.71142578125,0.005025818484256038,0.0021946608279781316
2025-06-10 00:00:00-04:00,471.19000244140625,472.79998779296875,466.9599914550781,470.9200134277344,15375900,0.0,0.0,467.2200012207031,-0.003878450814737881,0.003818967915461466
2025-06-11 00:00:00-04:00,470.0199890136719,475.4700012207031,469.6600036621094,472.6199951171875,16399200,0.0,0.0,468.7414289202009,0.003603415888088153,0.0038204337512975726
2025-06-12 00:00:00-04:00,475.0199890136719,480.4200134277344,473.5199890136719,478.8699951171875,18950600,0.0,0.0,471.01285661969865,0.013137479019772497,0.005272805173942571
2025-06-13 00:00:00-04:00,476.4100036621094,479.17999267578125,472.760009765625,474.9599914550781,16814500,0.0,0.0,472.5971418108259,-0.008198579660093974,0.0072273012515080256
2025-06-16 00:00:00-04:00,475.2099914550781,480.69000244140625,475.0,479.1400146484375,15626100,0.0,0.0,474.23428780691967,0.00876228888160066,0.007294860423224988
2025-06-17 00:00:00-04:00,475.3999938964844,478.739990234375,474.0799865722656,478.0400085449219,15414100,0.0,0.0,475.32857404436385,-0.002298431979606341,0.007504217758461922
2025-06-18 00:00:00-04:00,478.0,481.0,474.4599914550781,480.239990234375,17526500,0.0,0.0,476.39857264927457,0.004591529735112913,0.0074797551949032665
2025-06-20 00:00:00-04:00,482.2300109863281,483.4599914550781,476.8699951171875,477.3999938964844,37576200,0.0,0.0,477.3242841448103,-0.005931257488882328,0.007793538503596114
2025-06-23 00:00:00-04:00,478.2099914550781,487.75,472.510009765625,486.0,24864000,0.0,0.0,479.23571341378346,0.017853922780673236,0.009878921020760097
2025-06-24 00:00:00-04:00,488.95001220703125,491.8500061035156,486.79998779296875,490.1099853515625,22305600,0.0,0.0,480.84142630440846,0.00842120191797179,0.009294464912249188
2025-06-25 00:00:00-04:00,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,17495100,0.0,0.0,483.3142830984933,0.004397498319015087,0.007791891503452698
2025-06-26 00:00:00-04:00,492.9800109863281,498.0400085449219,492.80999755859375,497.45001220703125,21578900,0.0,0.0,485.9299970354353,0.010467749437100073,0.007950043551730245
2025-06-27 00:00:00-04:00,497.54998779296875,499.29998779296875,493.0299987792969,495.94000244140625,34539200,0.0,0.0,488.4871390206473,-0.0030401169859907893,0.008073074438121946
2025-06-30 00:00:00-04:00,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,28369000,0.0,0.0,490.9399980817522,0.0029596864846030886,0.00811873995360032
2025-07-01 00:00:00-04:00,496.4700012207031,498.04998779296875,490.9800109863281,492.04998779296875,19945400,0.0,0.0,493.03285435267856,-0.010834330536716973,0.009340442811450158
2025-07-02 00:00:00-04:00,489.989990234375,493.5,488.70001220703125,491.0899963378906,16319600,0.0,0.0,493.75999668666293,-0.0019529096073384379,0.007343021193433666
2025-07-03 00:00:00-04:00,493.80999755859375,500.1300048828125,493.44000244140625,498.8399963378906,13984800,0.0,0.0,495.00714111328125,0.015657992782158143,0.008838852021116528
2025-07-07 00:00:00-04:00,497.3800048828125,498.75,495.2300109863281,497.7200012207031,13981600,0.0,0.0,495.7857142857143,-0.002247723351275337,0.008959902840135606
2025-07-08 00:00:00-04:00,497.239990234375,498.20001220703125,494.1099853515625,496.6199951171875,11846600,0.0,0.0,495.6671404157366,-0.0022125360667511434,0.008102680206831584
2025-07-09 00:00:00-04:00,500.29998779296875,506.7799987792969,499.739990234375,503.510009765625,18659500,0.0,0.0,496.74857003348217,0.013778456036404983,0.00950560763864387
2025-07-10 00:00:00-04:00,503.04998779296875,504.44000244140625,497.75,501.4800109863281,16492100,0.0,0.0,497.3299996512277,-0.00403984417404112,0.009772378037792987
2025-07-11 00:00:00-04:00,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,16459500,0.0,0.0,498.94000244140625,0.0036624171199473167,0.008218389628787487
2025-07-14 00:00:00-04:00,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,12058800,0.0,0.0,500.644287109375,-0.0005962563756330064,0.00809065744771528
2025-07-15 00:00:00-04:00,503.0199890136719,508.29998779296875,502.7900085449219,505.82000732421875,14927200,0.0,0.0,501.6414315359933,0.005550980354751317,0.0062331430959951944
2025-07-16 00:00:00-04:00,505.17999267578125,506.7200012207031,501.8900146484375,505.6199951171875,15154400,0.0,0.0,502.77000209263394,-0.0003954998994614345,0.006060430460736891
2025-07-17 00:00:00-04:00,505.67999267578125,513.3699951171875,505.6199951171875,511.70001220703125,17503100,0.0,0.0,504.9242902483259,0.011953150311644156,0.0066577320326275625
2025-07-18 00:00:00-04:00,514.47998046875,514.6400146484375,507.42999267578125,510.04998779296875,21209700,0.0,0.0,505.8585728236607,-0.003229803471363197,0.0056358462532200585
2025-07-21 00:00:00-04:00,506.7099914550781,512.0900268554688,505.54998779296875,510.05999755859375,14066800,0.0,0.0,507.0842851911272,1.96248752958896e-05,0.005114268093867232
2025-07-22 00:00:00-04:00,510.9700012207031,511.20001220703125,505.2699890136719,505.2699890136719,13868600,0.0,0.0,507.36285400390625,-0.009435442949828435,0.006727143501547252
2025-07-23 00:00:00-04:00,506.5,506.7500915527344,500.70001220703125,505.8699951171875,16311784,0.0,0.0,507.7699977329799,0.001186791509299864,0.006710137148586953
